year,month,day,politician,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
2025,1,20,Joe Biden,36.95058260842975,41.07578453156093,32.82538068529857,56.96918894031255,60.93499855365747,53.003379326967625
2025,1,19,Joe Biden,37.07653988561512,41.20406988295399,32.94900988827625,56.40043788897387,60.366405714249886,52.434470063697866
2025,1,18,Joe Biden,37.077819369140826,41.2053493687908,32.950289369490854,56.39577644243025,60.361744267757125,52.42980861710337
2025,1,17,Joe Biden,37.13295982485415,41.25263056768263,33.013289082025665,55.77970096931059,59.73510341522106,51.82429852340013
2025,1,16,Joe Biden,36.70898106950625,40.8334685828553,32.5844935561572,55.88809178569369,59.85235585546876,51.92382771591862
2025,1,15,Joe Biden,36.712993440826246,40.83748095105966,32.58850593059283,55.887772199713424,59.852036266657194,51.923508132769655
2025,1,14,Joe Biden,36.11321954028418,40.23269812318128,31.993740957387075,56.191215037459905,60.1430429659823,52.23938710893751
2025,1,13,Joe Biden,35.59100201242745,39.71338191280159,31.46862211205332,57.08146847960232,61.0321774579416,53.13075950126304
2025,1,12,Joe Biden,35.918140773375846,40.041375686874574,31.794905859877115,56.63936756252863,60.59211057377321,52.686624551284055
2025,1,11,Joe Biden,35.92635015703835,40.0495850649637,31.803115249113,56.637465754438566,60.5902087606063,52.68472274827083
2025,1,10,Joe Biden,36.21707923286618,40.32185623911573,32.112302226616634,56.640328294483346,60.58846913696814,52.69218745199855
2025,1,9,Joe Biden,36.21912182597676,40.32389883497803,32.11434481697548,56.6416036874611,60.58974452991197,52.69346284501023
2025,1,8,Joe Biden,37.052563022591855,41.1658787604222,32.93924728476151,57.1478362030072,61.09876444917289,53.196907956841514
2025,1,7,Joe Biden,37.278771969477944,41.40497597310898,33.152567965846906,56.92087720107204,60.871567332234214,52.97018706990986
2025,1,6,Joe Biden,37.280029731146,41.40623373477704,33.15382572751496,56.92093626399783,60.87162639516001,52.970246132835655
2025,1,5,Joe Biden,37.27698922198811,41.40319322561915,33.15078521835707,56.918139819046075,60.86882995020825,52.9674496878839
2025,1,4,Joe Biden,37.27698922198811,41.40319322561915,33.15078521835707,56.918139819046075,60.86882995020825,52.9674496878839
2025,1,3,Joe Biden,37.28508884529465,41.41129284892569,33.158884841663614,56.91042412780887,60.86111425897104,52.95973399664669
2025,1,2,Joe Biden,37.28794464376741,41.41214230129747,33.16374698623735,56.90965257400458,60.86108528526972,52.95821986273944
2025,1,1,Joe Biden,37.287944639146986,41.41214229878046,33.16374697951351,56.90965257381267,60.861085285080414,52.95821986254493
2024,12,31,Joe Biden,37.56812922115998,41.69181148474546,33.4444469575745,56.54990049433972,60.50184859517097,52.597952393508464
2024,12,30,Joe Biden,37.372531078211594,41.4836457751394,33.26141638128379,56.62058554636718,60.57044657795419,52.67072451478017
2024,12,29,Joe Biden,37.37570205945904,41.48681675638685,33.26458736253124,56.620108854367686,60.5699698859547,52.670247822780674
2024,12,28,Joe Biden,37.38017154882916,41.491286251531086,33.269056846127235,56.617673149333086,60.56753418861459,52.667812110051585
